category_id,views,likes,dislikes,comments_disabled,ratings_disabled,is_weekend
24,274950,1582,465,False,False,False
27,58367,2645,52,False,False,False
22,269775,0,0,True,True,False
22,39439,3400,126,False,False,False
24,111465,162,40,False,False,False
23,45534,2644,181,False,False,False
24,925739,21585,5780,False,False,False
26,119765,2219,115,False,False,False
22,253987,422,169,False,False,False
22,10278,1060,10,False,False,False
25,107081,389,123,False,False,False
24,464869,1893,729,False,False,False
24,621774,2444,219,False,False,False
24,1671163,32391,1257,False,False,False
10,320204,5080,382,False,False,False
24,150232,911,185,False,False,False
24,174769,708,179,False,False,False
24,463523,15170,848,False,False,False
24,148813,792,47,False,False,False
27,17033,2192,22,False,False,False
10,906053,93270,847,False,False,False
26,955519,10809,943,False,False,False
10,56346,624,98,False,False,False
25,803651,4499,443,False,False,False
24,1229045,13178,959,False,False,False
24,241639,840,71,False,False,False
23,46837,4485,178,False,False,False
24,251096,704,62,False,False,False
24,886662,3340,549,False,False,False
17,13907124,571378,7746,False,False,False
23,327263,6541,604,False,False,False
24,673297,9578,380,False,False,False
24,361301,559,268,False,False,False
25,175639,1345,148,False,False,False
27,33257,0,0,True,True,False
27,43574,3670,84,False,False,False
10,271662,9598,524,False,False,False
22,57745,0,0,False,True,False
1,329264,6312,619,False,False,False
23,115702,3606,145,False,False,False
24,17902,15,0,False,False,False
25,19643,107,68,False,False,False
24,728719,1433,1493,True,False,False
25,53191,588,51,False,False,False
25,550983,3038,886,False,False,False
10,1563569,13180,362,False,False,False
10,667973,14220,1138,False,False,False
25,141247,1301,111,False,False,False
25,125558,6180,509,False,False,False
26,40134,470,52,False,False,False
24,87701,563,55,False,False,False
25,82232,495,52,False,False,False
10,593052,11365,222,False,False,False
24,237048,319,190,True,False,False
24,379078,4535,316,False,False,False
22,418723,2673,770,True,False,False
24,271253,1780,131,False,False,False
10,4330084,73280,2413,False,False,True
24,626045,7311,337,False,False,False
1,2318176,65752,2188,False,False,False
24,42201,613,73,False,False,False
24,605896,2827,283,False,False,False
24,187678,0,0,True,True,False
24,92439,219,80,False,False,False
24,27648,133,21,False,False,False
10,121947,465,113,False,False,False
25,453985,929,295,False,False,False
26,361879,4147,331,False,False,False
25,695135,12542,2155,False,False,False
23,1232714,26619,1050,False,False,False
24,703394,0,0,False,True,False
24,166206,1001,97,False,False,False
24,146467,3627,591,False,False,False
24,33898,93,10,False,False,False
24,128459,625,90,False,False,False
10,1027912,6289,1130,False,False,False
28,34336,4779,62,False,False,False
24,46700,55,21,False,False,False
24,395438,2806,134,False,False,False
24,1242316,20923,339,False,False,False
24,83128,836,62,False,False,False
28,1585506,69222,967,False,False,False
10,4357419,6546,950,False,False,False
1,1824132,5854,1201,True,False,False
26,673537,5633,1017,False,False,False
27,14621,488,15,False,False,False
23,56035,1375,122,False,False,False
25,145079,1252,311,False,False,False
24,22569,186,21,False,False,False
24,66793,366,62,False,False,False
24,81441,383,45,False,False,False
17,341030,5539,364,False,False,False
25,22131,76,27,False,False,False
24,1174358,11851,1760,False,False,True
24,33975,43,54,True,False,False
1,14752,859,38,False,False,False
24,41423,154,20,False,False,False
25,149708,1033,54,False,False,False
17,426204,14909,312,False,False,False
24,27117342,456863,25136,False,False,False
22,856751,22600,2904,False,False,False
24,7432426,379131,14570,False,False,False
23,4489380,357368,8412,False,False,False
24,844368,4912,410,False,False,False
24,1082281,99146,3188,False,False,False
22,1820402,11118,1388,False,False,False
23,5606276,372570,14293,False,False,False
23,245901,2832,293,False,False,False
10,777329,7600,1271,False,False,False
10,1232581,32070,843,False,False,False
24,672469,1720,178,False,False,False
24,8128761,117201,6344,False,False,False
23,826497,44063,1651,False,False,False
24,357414,3417,383,False,False,False
10,2876556,83103,12228,False,False,False
10,701699,4640,360,False,False,False
10,1334016,74632,894,False,False,False
25,525126,7709,657,False,False,False
24,117092,1002,144,False,False,False
22,949813,8204,1184,False,False,False
24,671566,1840,673,False,False,False
10,3155413,74141,2378,False,False,False
10,799676,21198,448,False,False,False
24,336334,6706,163,False,False,False
24,459358,2540,741,False,False,False
28,247724,9448,367,False,False,False
23,357647,40485,1473,False,False,False
25,257543,3951,138,False,False,False
10,311259,2931,413,False,False,False
24,152901,15373,354,False,False,False
10,1422491,26018,687,False,False,False
10,454795,16244,615,False,False,False
27,319457,30695,581,False,False,False
24,97348,1984,156,False,False,False
23,991583,41938,2847,False,False,False
26,189167,783,234,False,False,False
24,529877,8666,730,False,False,False
25,102226,364,178,False,False,False
10,1361283,32963,1197,False,False,False
26,199539,1046,162,False,False,False
23,692945,56233,1283,False,False,False
23,552417,9632,806,False,False,False
26,133050,0,0,True,True,False
24,377203,2334,465,False,False,False
24,711019,3112,562,False,False,False
24,201425,490,174,False,False,False
22,331926,1264,197,False,False,False
22,90179,4038,91,False,False,False
24,56118,9630,157,False,False,False
24,827491,4247,626,False,False,False
23,364241,67327,959,False,False,False
28,545273,30657,1888,False,False,False
25,704833,3600,1847,False,False,False
24,164640,5209,451,False,False,False
24,89484,417,183,False,False,False
24,918026,39409,2932,False,False,False
24,230553,971,122,False,False,False
22,805031,2987,1691,False,False,False
26,126107,2516,166,False,False,False
24,218292,407,54,False,False,False
24,74036,161,25,False,False,False
27,58199,2403,52,False,False,False
24,288270,981,207,False,False,False
24,145585,3705,168,False,False,False
25,195568,6912,274,False,False,False
24,185153,871,203,False,False,False
23,364689,20484,3645,False,False,False
27,183721,7114,364,False,False,False
24,83820,4896,85,False,False,False
24,542969,11996,950,False,False,False
25,283402,2244,365,False,False,False
24,180106,1278,39,False,False,False
24,786079,5755,532,False,False,False
24,237988,841,63,False,False,False
25,308260,2914,592,False,False,False
10,296236,4477,484,False,False,False
24,130117,194,70,False,False,False
24,67563,340,12,False,False,False
24,107710,870,111,False,False,False
24,299884,14689,207,False,False,False
24,1728864,29795,1885,False,False,False
24,848335,5047,2759,False,False,False
26,2175382,22019,1843,False,False,False
24,900622,8871,537,False,False,False
24,15941,87,10,False,False,False
24,184027,1186,765,False,False,False
1,121165,3737,463,False,False,False
27,21235,2089,35,False,False,True
1,83898,5890,233,False,False,False
22,28888,2750,80,False,False,False
24,18282,23,3,False,False,False
25,297954,1824,157,False,False,False
1,7179677,49756,4763,False,False,False
24,170751,0,0,True,True,False
24,1166291,0,0,True,True,False
27,34529,0,0,True,True,False
22,329197,514,248,False,False,False
27,14199,2012,23,False,False,True
1,7578398,36546,12925,False,False,False
25,162442,503,160,False,False,False
23,87820,3805,278,False,False,False
28,79378,8650,246,False,False,False
10,2157281,141648,2025,False,False,False
22,218694,3373,153,False,False,False
10,419694,5926,474,False,False,False
24,65505,274,52,False,False,False
17,307900,2751,265,False,False,False
22,132126,925,83,False,False,False
10,2408347,137345,1780,False,False,False
26,115923,3385,362,False,False,False
23,87584,1748,78,False,False,False
25,349287,4015,363,False,False,False
22,314836,0,0,True,True,False
24,1041056,22415,6144,False,False,False
22,21179,1313,37,False,False,False
24,471171,680,340,False,False,False
24,24814,17,20,False,False,False
25,153204,955,115,False,False,False
24,1408760,14708,1073,False,False,False
25,224352,0,0,False,True,False
22,46226,0,0,False,True,False
10,239327,636,210,False,False,False
22,120319,0,0,False,True,False
25,33032,253,41,False,False,True
10,345683,10738,595,False,False,False
24,67076,602,747,False,False,False
24,58324,1561,48,False,False,False
24,28244,23,6,False,False,False
26,34864,311,42,False,False,False
23,172404,4970,438,False,False,False
10,87622,2577,180,False,False,False
24,484484,15661,873,False,False,False
25,871107,4789,469,False,False,False
23,355989,6767,641,False,False,False
25,213181,1494,180,False,False,False
27,42186,4687,233,False,False,False
24,57942,173,66,False,False,False
25,27704,135,93,False,False,False
10,70470,708,115,False,False,False
10,742101,14857,1199,False,False,False
25,184802,7322,654,False,False,False
17,14654718,585763,7996,False,False,False
10,740251,12438,258,False,False,False
23,68133,5310,217,False,False,False
22,905776,4341,1367,True,False,False
10,1234928,81151,1475,False,False,False
24,27450,94,4,False,False,False
10,1645110,14538,394,False,False,False
25,372826,26147,313,False,False,False
24,102474,1200,192,False,False,False
24,69688,431,73,False,False,False
17,803697,8019,598,False,False,False
24,688861,9674,386,False,False,False
24,17884,700,24,False,False,False
24,34408,224,32,False,False,False
23,126815,3808,150,False,False,False
23,40988,1944,40,False,False,False
10,4951002,78402,2675,False,False,True
24,738707,1442,1510,True,False,False
25,10008,120,8,False,False,False
24,296466,347,213,True,False,False
25,564862,3080,908,False,False,False
24,103173,2442,58,False,False,False
28,81619,6549,313,False,False,False
24,706349,7858,371,False,False,False
24,61358,708,88,False,False,False
24,1285594,50662,878,False,False,False
24,30952184,492628,28097,False,False,False
25,864224,3079,451,False,False,True
24,1035038,8400,1890,False,False,True
22,161074,1879,296,False,False,True
24,239450,809,258,False,False,True
25,258294,994,127,False,False,True
24,708013,2411,730,False,False,True
24,510024,1335,178,False,False,True
24,149766,383,102,False,False,True
22,1404219,29279,4421,False,False,False
26,325560,4794,577,False,False,True
22,52861,264,109,True,False,True
23,378854,37070,1861,False,False,True
22,1008511,4731,1124,False,False,False
25,463367,1021,163,False,False,True
23,866688,5524,717,False,False,False
24,625061,22582,1266,False,False,True
24,1100571,7079,484,False,False,False
20,545630,22453,2467,False,False,True
23,610746,100443,1517,False,False,True
24,8510714,400470,16005,False,False,False
24,109080,380,315,False,False,True
1,283893,12889,899,False,False,True
10,1320087,10077,1765,False,False,False
25,79882,797,180,False,False,True
17,917467,3940,994,False,False,True
10,821292,20126,861,False,False,True
22,78352,567,65,False,False,True
25,331418,1927,488,False,False,True
24,215334,783,221,False,False,True
10,5666371,114326,15478,False,False,False
24,243702,1808,420,False,False,True
24,485206,2729,591,False,False,True
24,123791,464,116,False,False,True
24,93161,1505,104,False,False,True
23,4848494,369984,8874,False,False,False
24,147831,5892,461,False,False,True
24,463599,3653,419,False,False,True
24,35532,0,0,False,True,True
24,1216298,103853,3457,False,False,False
24,314317,20975,594,False,False,False
23,223594,13993,961,False,False,True
10,1595027,37877,1032,False,False,False
24,212324,1599,222,False,False,True
24,71950,132,74,False,False,True
25,256602,2357,177,False,False,True
25,128027,1528,154,False,False,True
10,1715877,83721,1091,False,False,False
24,710655,3234,550,False,False,False
24,457679,1884,184,False,False,True
23,588566,49933,2026,False,False,False
23,5903353,381579,14732,False,False,False
24,9369250,131749,7187,False,False,False
24,354586,1716,556,False,False,True
23,59419,1672,113,False,False,True
23,332552,8100,465,False,False,True
25,84097,578,71,False,False,True
23,98044,4156,253,False,False,True
24,53831,517,120,False,False,True
10,711728,19435,766,False,False,False
25,39965,119,27,False,False,True
10,406200,17000,473,False,False,True
24,153290,4616,180,False,False,True
24,97930,6373,530,False,False,True
22,107160,2321,286,False,False,True
17,401037,5337,312,False,False,True
24,190746,2594,253,False,False,False
10,540331,13038,866,False,False,True
28,201556,24504,651,False,False,True
22,40899,3400,114,False,False,True
24,211426,8596,1175,False,False,True
10,1906916,30498,890,False,False,False
24,205549,577,64,False,False,False
10,1037620,25054,537,False,False,False
23,58975,4246,133,False,False,True
25,612927,8608,717,False,False,False
24,171836,789,122,False,False,True
25,76625,121,60,False,False,True
24,223954,4364,167,False,False,False
22,1059134,8803,1284,False,False,False
24,9846,40,15,False,False,True
17,275118,2507,215,False,False,True
24,184805,644,70,False,False,True
24,59321,336,21,False,False,False
24,434353,7773,203,False,False,False
25,48990,382,88,False,False,True
24,188919,617,284,False,False,False
25,306131,4542,159,False,False,False
22,64305,195,60,False,False,False
22,168629,5743,144,False,False,False
10,280395,12236,830,False,False,True
10,393761,18602,414,False,False,True
24,167107,8226,184,False,False,True
25,144609,3622,386,False,False,True
24,59690,370,60,False,False,True
24,122312,13443,251,False,False,False
27,53564,2733,55,False,False,True
24,28736,155,72,False,False,True
24,318959,808,415,False,False,True
25,84124,0,0,True,True,True
24,106804,322,185,False,False,True
24,39702,57,43,False,False,True
28,273074,9820,404,False,False,False
27,381769,33248,682,False,False,False
24,65456,943,143,False,False,True
24,66754,1053,44,False,False,True
24,187464,781,197,False,False,True
23,867679,62554,1505,False,False,False
23,551795,80795,1345,False,False,False
24,76157,342,20,False,False,False
24,30241,434,50,False,False,True
24,150758,795,138,False,False,True
23,1097042,44235,3051,False,False,False
24,248931,1843,167,False,False,True
26,1022511,13583,981,False,False,True
26,212450,3151,238,False,False,False
22,13183,139,14,False,False,True
25,166099,2670,182,False,False,True
24,244288,431,61,False,False,False
26,167043,1759,497,False,False,False
10,1479238,34412,1271,False,False,False
24,44568,1277,79,False,False,True
24,71729,4761,187,False,False,True
22,417408,1396,229,False,False,False
27,53680,2865,90,False,False,True
24,204351,4352,209,False,False,False
25,78794,416,59,False,False,True
24,105964,1756,142,False,False,True
24,398573,3740,97,False,False,False
27,29988,0,0,True,True,True
24,210208,5834,518,False,False,False
22,15562,46,41,False,False,True
24,88422,154,21,False,False,True
1,76137,172,57,False,False,True
23,383352,7157,751,False,False,False
25,168134,312,94,False,False,True
26,63254,274,43,False,False,True
27,29697,2524,63,False,False,True
22,33302,485,44,False,False,True
24,45846,88,39,False,False,False
17,209346,2189,159,False,False,True
26,197629,0,0,True,True,False
24,79353,139,47,False,False,True
23,138498,2172,112,False,False,False
24,74589,417,61,False,False,True
27,57756,121,22,False,False,True
27,238552,8878,457,False,False,False
24,76917,191,36,False,False,True
22,87138,0,0,False,True,False
24,599943,12565,1030,False,False,False
24,27159,29,7,False,False,True
10,217512,2940,396,False,False,False
25,219963,3549,517,False,False,True
24,44763,169,6,False,False,False
24,36772,26,106,False,False,True
24,108359,3328,437,False,False,True
28,149265,10914,331,False,False,False
24,14828,12,2,False,False,False
22,196674,2421,161,False,False,False
23,398140,21688,3854,False,False,False
25,3420317,16083,2753,False,False,True
24,2736660,9095,1851,False,False,True
22,1860827,6973,1390,False,False,True
24,33840408,512599,29678,False,False,False
24,952493,2406,415,False,False,True
25,748030,1365,890,False,False,True
24,2744193,14323,3554,False,False,True
25,510799,1619,506,False,False,True
25,578076,1209,463,False,False,True
24,433829,4739,326,False,False,True
22,652955,3469,934,False,False,True
25,812415,1748,215,False,False,True
22,651742,1858,946,True,False,True
24,622498,1953,612,False,False,True
24,1241974,1865,926,True,False,True
24,738285,1400,619,False,False,True
25,487330,1186,356,True,False,True
25,718884,1491,226,False,False,True
22,301023,571,166,False,False,True
24,1428317,3015,1067,False,False,True
24,737305,1230,322,False,False,True
24,484267,788,298,False,False,True
26,316620,804,219,False,False,True
25,400505,1344,188,False,False,True
22,353661,588,247,False,False,True
25,246417,337,160,False,False,True
22,163784,399,250,True,False,True
24,231092,316,95,False,False,True
26,764048,8270,1078,False,False,True
23,698207,48128,2920,False,False,True
24,656827,1556,242,False,False,True
23,1180404,10083,1917,False,False,True
23,475152,18965,1543,False,False,True
25,1681196,3426,1109,False,False,True
22,1654428,31342,4916,False,False,False
24,317768,22741,846,False,False,True
24,308438,754,842,False,False,True
25,349609,813,187,False,False,True
25,273744,990,158,False,False,True
28,1667730,77433,1513,False,False,True
24,64575,272,56,False,False,True
25,320681,1135,82,False,False,True
24,555146,1440,487,False,False,True
24,423365,4116,175,False,False,True
23,947641,123563,2015,False,False,True
22,1214704,5267,1229,False,False,False
24,343975,1317,304,True,False,True
24,834445,46517,2708,False,False,True
25,586116,1097,189,False,False,True
24,760722,24735,1460,False,False,True
24,403665,2791,718,False,False,True
25,152253,1075,271,False,False,True
22,233465,393,236,False,False,True
2,112994,175,58,False,False,True
20,641107,24235,2730,False,False,True
24,405363,9332,843,False,False,True
24,209458,2372,200,False,False,True
24,1333180,7557,540,False,False,False
24,183520,905,278,False,False,True
25,203539,638,77,False,False,True
25,201778,668,134,False,False,True
10,1746719,11700,2080,False,False,False
24,9131809,411166,16613,False,False,False
24,429648,2385,385,False,False,True
1,391053,14972,1107,False,False,True
23,262898,26282,516,False,False,True
10,8284778,121748,17190,False,False,False
43,739416,3321,791,False,False,True
17,1149601,4415,1159,False,False,True
24,691431,4445,576,False,False,True
10,940208,21091,922,False,False,True
23,3410406,263578,9371,False,False,True
25,425156,2835,245,False,False,True
25,137693,220,48,False,False,True
24,243552,709,216,False,False,True
24,226895,1322,197,False,False,True
25,189130,680,102,False,False,True
25,85251,219,40,False,False,True
25,383509,619,109,False,False,True
27,26201,3673,71,False,False,False
24,163560,1024,264,False,False,True
25,66932,185,44,False,False,True
25,154139,615,80,False,False,True
24,56882,0,0,False,True,True
23,184565,5592,356,False,False,True
24,56158,129,43,False,False,True
25,179696,919,127,False,False,True
27,109285,6686,162,False,False,True
25,224790,1934,216,False,False,True
22,41242,2926,102,False,False,True
10,1788144,40256,1102,False,False,False
24,63393,117,45,False,False,True
24,361075,22009,649,False,False,False
24,90400,134,42,False,False,True
24,255870,2613,144,False,False,True
24,167600,7863,765,False,False,True
24,67215,313,15,False,False,True
25,116194,202,57,False,False,True
24,1281642,106147,3541,False,False,False
10,2050061,89632,1213,False,False,False
24,66513,220,87,False,False,True
24,72367,471,12,False,False,True
24,95465,150,94,False,False,True
22,42134,40,13,False,False,True
28,643051,7736,490,False,False,True
24,136364,234,72,False,False,True
10,582456,19148,573,False,False,True
24,516354,2059,704,False,False,True
23,439693,9213,554,False,False,True
24,570227,2156,233,False,False,True
24,241742,890,228,False,False,True
24,879848,3719,664,False,False,False
23,648248,52520,2130,False,False,False
17,218823,1742,137,False,False,True
24,130736,183,93,False,False,True
25,52706,163,13,False,False,True
17,1239338,11155,890,False,False,True
24,46481,70,19,False,False,True
24,311198,2609,144,False,False,True
10,768064,24722,513,False,False,True
24,10236502,140374,7792,False,False,False
10,787081,20175,810,False,False,False
24,447110,2928,321,False,False,True
23,93511,5247,171,False,False,True
23,5026542,376252,9071,False,False,False
24,316966,10664,1482,False,False,True
24,27152,60,37,False,False,True
10,2446019,34399,1130,False,False,False
23,73802,6228,182,False,False,True
22,88175,0,0,True,True,True
24,242125,21885,436,False,False,True
25,89181,535,130,False,False,True
24,41443,104,26,False,False,True
27,15816,1964,22,False,False,False
24,111133,2907,379,False,False,True
28,285331,28345,840,False,False,True
22,9532,897,7,False,False,True
24,255344,1064,173,False,False,True
24,181464,4980,205,False,False,True
24,73418,65,92,True,False,True
26,21282,57,30,False,False,True
26,2381144,21224,2239,False,False,True
24,102822,147,35,False,False,True
23,6074141,386429,14935,False,False,False
24,225119,2798,281,False,False,False
22,149720,2853,405,False,False,True
24,33968,39,29,False,False,True
24,243764,9406,227,False,False,True
22,541270,8621,652,False,False,True
24,264976,298,73,False,False,True
22,64800,1161,166,False,False,True
22,110816,303,94,False,False,False
10,458815,19768,447,False,False,True
24,131579,634,36,False,False,True
10,379132,14419,983,False,False,True
24,61203,222,48,False,False,True
24,241018,1772,223,False,False,True
22,35179,243,41,False,False,True
22,263353,682,203,False,False,True
24,244521,629,78,False,False,False
10,1125244,25966,569,False,False,False
24,4701574,12923,3206,False,False,True
25,1735103,4406,1852,False,False,True
24,808520,1051,628,False,False,False
22,1508747,3390,2203,True,False,True
10,2168315,117689,6907,False,False,False
24,960834,8061,583,False,False,True
25,1420229,2355,2885,False,False,True
24,2243567,6524,1018,False,False,False
25,729745,1092,480,False,False,True
24,619447,1297,483,False,False,True
22,2224406,7462,1519,False,False,True
24,232638,1709,433,False,False,False
24,3819094,17232,4557,False,False,True
24,577761,1100,334,False,False,True
24,2904654,4845,2294,False,False,False
24,984511,2584,929,False,False,True
22,1122661,3225,1279,True,False,True
25,1004737,2144,309,False,False,True
24,459216,800,527,False,False,False
10,1118821,26307,2273,False,False,False
24,35850006,522869,30399,False,False,False
24,1379164,1961,1062,True,False,True
24,306382,362,158,True,False,False
25,592459,1344,445,True,False,True
28,627634,43930,1658,False,False,False
24,846615,1519,726,False,False,True
25,156756,329,109,False,False,False
24,353445,558,275,False,False,False
25,919352,2599,401,False,False,True
10,541156,6440,939,False,False,False
24,862505,1316,391,False,False,True
17,2788033,39291,2447,False,False,False
26,385637,908,256,False,False,True
24,146426,714,34,False,False,False
22,326740,604,190,False,False,True
23,1726803,12871,2466,False,False,True
24,322771,392,140,False,False,True
24,1542181,3141,1129,False,False,True
25,284103,1130,213,False,False,False
23,215681,5058,336,False,False,False
24,367186,1338,562,False,False,True
24,526692,825,341,False,False,True
22,398744,632,289,False,False,True
26,1016169,10335,1316,False,False,True
23,839870,52104,3462,False,False,True
24,541174,28413,1283,False,False,True
22,174360,415,285,True,False,True
25,223531,329,119,False,False,False
25,184626,390,132,False,False,False
24,121997,404,106,False,False,False
24,144118,9767,146,False,False,False
2,115286,147,68,False,False,True
28,2512612,95485,2061,False,False,True
24,71471,239,32,False,False,False
27,207678,25459,504,False,False,False
24,378354,1324,122,False,False,False
24,416860,844,331,False,False,False
23,174796,12867,237,False,False,False
25,115237,449,116,False,False,False
24,692397,1596,258,False,False,True
25,1985065,3680,1217,False,False,True
24,656851,4220,1064,False,False,True
24,427670,1044,1292,False,False,True
24,200118,2143,208,False,False,False
22,1808400,32809,5195,False,False,False
24,74431,195,44,False,False,False
24,548089,4464,220,False,False,True
25,432786,916,231,False,False,True
24,115893,3457,109,False,False,False
24,453577,1082,533,False,False,False
24,328617,867,221,False,False,True
24,183485,743,165,False,False,False
24,37950,3809,84,False,False,False
24,434278,3606,414,False,False,False
25,329622,1078,197,False,False,True
24,438367,28410,691,False,False,True
25,186260,1409,121,False,False,False
23,5275905,340058,13770,False,False,True
1,1134583,20454,1618,False,False,False
24,422760,1441,376,True,False,True
24,1012891,51552,3096,False,False,True
27,25688,3629,41,False,False,False
24,372802,2139,293,False,False,True
23,1066286,131000,2209,False,False,True
24,114989,7864,204,False,False,False
24,123689,354,158,False,False,False
10,649405,7863,969,False,False,False
22,1340583,5653,1293,False,False,False
24,510033,10407,960,False,False,True
24,206152,0,0,False,True,False
23,391237,31159,704,False,False,True
24,343214,1919,308,False,False,False
22,55791,104,115,False,False,False
24,324190,1495,201,False,False,False
24,211124,638,63,False,False,True
24,37371,343,8,False,False,False
22,538913,0,0,False,True,True
27,55696,3154,55,False,False,False
24,833291,25950,1555,False,False,True
25,592654,1103,197,False,False,True
25,124443,284,85,False,False,True
22,278694,444,300,False,False,True
24,61931,164,166,True,False,False
22,36779,2954,93,False,False,False
23,569625,20463,1725,False,False,True
26,3769407,33824,3013,False,False,True
24,153362,522,59,False,False,False
24,71507,939,94,False,False,False
24,116034,483,46,False,False,False
25,133354,260,54,False,False,True
24,28198,18,27,True,False,False
20,677984,24857,2851,False,False,True
10,255810,3656,431,False,False,False
24,843351,4907,659,False,False,True
17,233418,1666,101,False,False,False
25,125344,0,0,False,True,False
25,220992,663,83,False,False,True
24,99105,113,134,False,False,False
25,118388,1091,112,False,False,False
1,429680,15807,1198,False,False,True
25,232171,703,149,False,False,True
10,9181013,126619,18393,False,False,False
25,480748,2981,273,False,False,True
25,262220,848,137,False,False,True
24,1329524,107859,3586,False,False,False
25,139033,688,58,False,False,False
10,994736,21623,965,False,False,True
24,608643,3246,405,False,False,True
24,9568811,418593,17015,False,False,False
22,612631,1152,383,False,False,True
26,91299,2521,109,False,False,False
24,90431,321,89,False,False,True
22,11018,971,14,False,False,False
24,4701574,12923,3206,False,False,True
25,1735103,4406,1852,False,False,True
24,808520,1051,628,False,False,False
22,1508747,3390,2203,True,False,True
10,2168315,117689,6907,False,False,False
24,960834,8061,583,False,False,True
25,1420229,2355,2885,False,False,True
24,2243567,6524,1018,False,False,False
25,729745,1092,480,False,False,True
24,619447,1297,483,False,False,True
22,2224406,7462,1519,False,False,True
24,232638,1709,433,False,False,False
24,3819094,17232,4557,False,False,True
24,577761,1100,334,False,False,True
24,2904654,4845,2294,False,False,False
24,984511,2584,929,False,False,True
22,1122661,3225,1279,True,False,True
25,1004737,2145,309,False,False,True
24,459216,800,527,False,False,False
10,1118821,26309,2273,False,False,False
24,35850006,522869,30399,False,False,False
24,1379164,1961,1062,True,False,True
24,306382,362,158,True,False,False
25,592459,1344,445,True,False,True
28,627634,43930,1658,False,False,False
24,846615,1519,726,False,False,True
25,156756,329,109,False,False,False
24,353445,558,275,False,False,False
25,919352,2599,401,False,False,True
10,541156,6440,939,False,False,False
24,862505,1316,391,False,False,True
17,2788033,39291,2447,False,False,False
26,385637,908,256,False,False,True
24,146426,714,34,False,False,False
22,326740,604,190,False,False,True
23,1726803,12871,2466,False,False,True
24,322771,392,140,False,False,True
24,1542181,3141,1129,False,False,True
25,284103,1130,213,False,False,False
23,215681,5058,336,False,False,False
24,367186,1338,562,False,False,True
24,526692,825,341,False,False,True
22,398744,632,289,False,False,True
26,1016169,10335,1316,False,False,True
23,839870,52104,3462,False,False,True
24,541174,28413,1283,False,False,True
22,174360,415,285,True,False,True
25,223531,329,119,False,False,False
25,2438449,3871,3961,False,False,False
24,1074547,5409,1834,False,False,False
10,4184512,156624,9576,False,False,False
24,5268027,14012,3688,False,False,True
24,818765,1524,597,False,False,False
25,2061774,5311,2432,False,False,True
24,1252844,1389,1024,False,False,False
22,758118,0,0,True,True,False
25,445893,910,380,False,False,False
22,1929857,4116,2967,True,False,True
25,421315,1540,404,False,False,False
22,481891,925,440,False,False,False
24,255608,394,446,True,False,False
24,2930478,8925,1575,False,False,False
24,1261586,9935,755,False,False,True
24,1027587,1702,626,False,False,True
24,4543101,6101,3191,False,False,False
25,1688282,2650,3386,False,False,True
25,988975,1316,679,False,False,True
25,1601069,2183,1111,True,False,False
24,4635261,18945,5295,False,False,True
24,472040,1282,326,False,False,False
24,747419,1254,731,False,False,False
24,704669,1400,587,False,False,True
24,1166084,3068,1134,False,False,True
22,2358827,7697,1606,False,False,True
1,3422834,32274,3517,False,False,False
10,1653861,31743,2846,False,False,False
24,281464,473,282,True,False,False
25,164824,619,153,False,False,False
24,566342,1547,116,False,False,False
25,1127334,2325,359,False,False,True
22,1214015,3339,1390,True,False,True
24,432655,963,273,False,False,False
24,580342,4605,536,False,False,False
10,1121906,9830,1444,False,False,False
24,524473,4151,416,False,False,False
24,375312,1098,276,False,False,False
17,1508277,41380,3393,False,False,False
25,75502,211,76,False,False,False
24,642912,1548,523,False,False,False
24,189533,11170,350,False,False,False
24,79437,248,31,False,False,False
25,220381,1060,296,False,False,False
24,393847,618,273,False,False,False
28,806548,47821,2044,False,False,False
25,211975,392,142,False,False,False
24,303747,13901,263,False,False,False
24,651748,7742,718,False,False,False
25,671270,1463,509,True,False,True
24,36957773,530146,30924,False,False,False
22,334179,666,161,False,False,False
24,1414866,1982,1106,True,False,True
26,102616,1468,223,False,False,False
24,47013,65,26,False,False,False
23,2932977,256743,4820,False,False,False
25,633686,1188,639,False,False,False
23,2226742,14620,2826,False,False,True
23,694838,40234,1087,False,False,False
24,459896,417,327,False,False,False
24,77478,191,50,False,False,False
10,259508,2904,560,False,False,False
24,185612,800,210,False,False,False
22,180358,0,0,False,True,False
24,164227,205,83,False,False,False
24,452971,1535,717,False,False,True
25,295872,400,159,False,False,False
24,239528,14577,310,False,False,False
25,95618,232,131,False,False,False
24,169376,423,59,False,False,False
25,53378,87,43,False,False,False
24,369844,16213,1117,False,False,False
24,149571,391,141,False,False,False
23,295695,5782,422,False,False,False
24,124087,221,62,False,False,False
22,304478,1094,135,False,False,False
25,171411,608,185,False,False,False
24,109406,303,49,False,False,False
23,81469,6646,458,False,False,False
24,1047456,14449,555,False,False,False
26,1297660,12761,1566,False,False,True
24,121587,610,19,False,False,False
26,40529,59,28,False,False,False
22,336712,619,191,False,False,True
10,1181151,10635,1341,False,False,False
27,75321,6046,69,False,False,False
25,358205,1215,260,False,False,False
27,310288,30733,663,False,False,False
24,1581224,3195,1160,False,False,True
24,345119,409,157,False,False,True
24,630749,30491,1472,False,False,True
24,170488,2070,186,False,False,False
23,911102,53976,3659,False,False,True
25,107426,132,67,False,False,False
24,72355,251,13,False,False,False
22,415228,646,313,False,False,True
24,106605,223,80,False,False,False
22,38151,2469,66,False,False,False
